match, timestamp, goldDif, creepDif, killDif, assistDif, dragonDif, winner
791, 1800610, 7788, -81, 1, -4, 3, 1
792, 1800669, -1, -61, 1, -3, -1, 1
794, 1800842, -12409, 13, -22, -19, -3, 0
795, 1800648, -3561, 10, 3, -2, -2, 0
796, 1800634, 1108, -50, -5, -8, -2, 1
797, 1800599, -2988, -24, 3, 23, -1, 0
798, 1800935, 9801, -67, 17, 33, 0, 1
799, 1800762, -11885, 0, -4, -36, -3, 0
800, 1800615, -6463, 37, -11, -25, -2, 0
801, 1800690, 2035, 36, 3, 1, -1, 1
802, 1800638, 2445, 10, 5, 16, 1, 1
803, 1800544, -835, 91, 0, 3, -3, 0
804, 1800585, -12531, -68, -13, -21, -3, 0
805, 1800695, 4497, 48, 9, 18, 0, 1
806, 1800615, -3467, -35, -9, -25, -2, 0
807, 1800824, -14245, -48, -16, -6, -3, 0
808, 1800582, 16384, -5, 17, 29, 3, 1
809, 1800578, 9877, 67, 15, -6, 3, 1
810, 1800715, 4824, -6, 11, 27, 1, 1
811, 1800499, -12369, -79, -17, -34, -1, 0
812, 1800719, 6856, 65, 3, -2, 4, 1
813, 1800691, 16510, 170, 15, 15, 1, 1
815, 1800577, -8602, -86, 1, -6, -3, 0
817, 1800669, 8587, 23, 4, -3, 2, 1
818, 1800588, -6164, -132, -13, -17, -2, 0
820, 1800659, -5051, -135, -4, -9, -3, 0
822, 1800642, -5327, -52, -3, -10, -1, 0
823, 1800638, 6448, -70, 10, 29, -2, 1
824, 1800751, -13469, -9, -15, -20, -4, 0
826, 1800618, -6602, -16, -8, 3, -2, 0
828, 1800647, -11389, -89, -13, -1, 0, 0
829, 1800727, 12254, -54, 15, 37, 1, 1
830, 1800625, 10863, -19, 17, 39, 3, 1
835, 1800618, 5983, -61, -5, 2, 1, 1
837, 1800563, -8481, 11, -12, -30, 1, 0
838, 1800720, -13999, -78, -20, -20, -2, 0
873, 1800528, 3701, 101, -6, -10, 2, 0
874, 1800729, 3671, -58, 10, 10, 2, 0
875, 1800603, -1087, -111, -1, 8, 1, 1
876, 1800665, -2354, -40, 0, 14, -1, 0
877, 1800723, 5412, -121, 4, 14, 1, 0
878, 1800660, 3865, 38, -2, -4, 3, 1
879, 1800689, -1013, 101, -4, -20, 1, 0
880, 1800633, -6286, -80, -2, -5, -1, 0
881, 1800785, -4448, 60, -13, -5, 1, 0
882, 1800699, -9301, -81, -13, -1, 1, 0
883, 1800640, -434, -139, 8, 12, -1, 1
884, 1800562, -153, 115, 1, 2, -1, 0
885, 1800624, -1627, -24, -6, 3, 1, 0
886, 1800521, 2407, -87, 0, 4, 0, 1
887, 1800904, -6, -20, -1, -8, 2, 0
888, 1800733, -3613, -4, 1, -3, -1, 0
889, 1800646, 2077, -3, 2, -3, 2, 1
890, 1800676, -13868, -88, -16, -13, -1, 0
891, 1800669, -3576, 10, -5, -22, 1, 0
892, 1800653, 5991, 33, 8, 10, 0, 1
893, 1800615, -6420, 24, -19, -12, -1, 0
894, 1800529, 6883, -115, 17, 35, 0, 1
895, 1800614, -4494, -51, -6, -9, 1, 0
896, 1800520, -8887, -97, -8, 14, -3, 0
897, 1800622, 5383, 150, 7, -5, 1, 1
898, 1800720, 4671, 2, 9, 5, 0, 1
899, 1800686, -8563, 19, -19, -11, -2, 0
900, 1800501, 10851, 3, 18, 29, 3, 1
901, 1800620, 9890, 134, 10, 1, 3, 1
902, 1800631, -4991, -43, -6, 15, -1, 0
903, 1800595, 3026, -136, 7, 20, 3, 1
904, 1800617, 2654, -117, 10, 30, 1, 1
905, 1800679, -8070, -25, -17, -26, -1, 0
906, 1800647, 8197, -15, 9, 27, -1, 1
907, 1800813, 8672, 0, 13, 12, 1, 1
908, 1800725, -5590, 32, -14, -16, 0, 0
909, 1800867, -5482, -28, -6, -16, 0, 0
910, 1800698, -9901, 3, -7, -20, -3, 0
911, 1800826, -9968, -44, -16, -4, 1, 0
912, 1800572, 3275, 43, -4, 1, 0, 1
913, 1800887, 6352, 116, 9, 19, 2, 1
914, 1800674, -8908, -113, -1, 14, -1, 0
915, 1800794, 11793, 89, 11, 24, 2, 1
916, 1800609, -14323, -91, -17, -11, -1, 0
917, 1800666, -2604, -38, -2, 7, -1, 1
918, 1800398, 6401, 54, 9, -6, 1, 1
919, 1800787, -11940, -39, -16, -9, -3, 0
920, 1800695, -6251, -117, 2, 19, 1, 1
921, 1800635, -6330, -74, -10, -4, 1, 0
922, 1800596, 661, -49, 9, 30, -1, 1
923, 1800631, 9694, 74, -3, 3, -3, 1
924, 1800593, 9603, 7, 10, 10, -1, 1
925, 1800609, -13119, -79, -13, -21, -3, 0
926, 1800747, -5149, -113, 2, 5, 2, 0
927, 1800475, -10620, -20, -9, -4, 1, 0
928, 1800635, 8056, 38, 9, 1, 3, 1
929, 1800669, 13734, 17, 15, 10, 3, 1
930, 1800596, 9371, -12, 8, 21, -1, 1
931, 1800631, -6225, 62, -20, -25, -3, 0
936, 1800725, 14732, 70, 19, 18, 2, 1
937, 1800532, -9111, 12, -10, -19, -2, 0
938, 1800686, -10581, 66, -13, -14, -3, 0
939, 1800679, -10600, 10, -15, -27, -2, 0
940, 1800653, -7778, -43, 2, -12, -2, 0
941, 1800688, -7038, -80, -6, 1, 0, 0
942, 1800734, -7813, 26, -20, -22, -2, 0
943, 1800695, 5394, -188, 17, 33, 1, 1
945, 1800540, 10231, 22, 13, 14, 1, 1
946, 1800731, -17156, -125, -22, -36, -1, 0
975, 1800554, 4469, -3, 3, -4, 3, 1
976, 1800524, 11201, 100, 7, -1, 2, 1
977, 1800598, -13036, -164, -6, -15, -3, 0
978, 1800644, -11969, -56, -16, -23, -3, 0
979, 1800589, -3087, -23, -1, -14, -1, 0
980, 1800686, -11343, -30, -13, -2, -3, 0
981, 1800628, -12277, -38, -10, -20, -3, 0
982, 1800671, -2460, 36, -1, -7, -3, 0
983, 1800792, 2246, -115, 8, 8, 1, 1
984, 1800511, 11412, 28, 13, -7, 0, 1
985, 1800621, -10798, -6, -18, -28, -2, 0
986, 1800744, -7612, -70, -7, -24, -1, 0
987, 1800588, 14562, -45, 19, 6, -1, 1
988, 1800641, -10924, -122, -7, -9, -2, 0
991, 1800543, 16165, 70, 18, 22, 2, 1
992, 1800798, -9425, 20, -20, -17, 1, 0
993, 1800467, -17604, -35, -24, -21, -4, 0
994, 1800736, 10112, -63, 11, 12, 3, 1
995, 1800635, -17232, -39, -24, -30, -4, 0
996, 1800572, 10463, -121, 18, 31, 3, 1
997, 1800748, -8393, 54, -14, -8, 0, 0
998, 1800722, -15939, -94, -11, -20, -3, 0
