match, timestamp, goldDif, creepDif, killDif, assistDif, dragonDif, winner
60, 1200418, -5284, -58, -6, -10, -1, 0
61, 1200398, 1020, 14, -2, 6, 1, 1
62, 1200507, 4502, 28, 9, 15, 0, 1
63, 1200427, -1012, 1, 1, 11, 0, 1
64, 1200392, -7914, -1, -3, -11, -2, 0
65, 1200384, 6, -30, 5, 9, 0, 1
66, 1200611, 341, -35, 2, 2, 1, 1
67, 1200536, -6102, 12, -5, -4, -2, 0
68, 1200483, 2057, 6, 11, 2, 0, 1
69, 1200434, -6747, -81, -10, -8, 1, 0
70, 1200622, -4429, 13, -8, -9, 1, 0
71, 1200468, -449, 18, -2, -3, 1, 1
72, 1200587, -6251, 22, -8, -23, -1, 0
73, 1200468, -6363, 20, -16, -20, -2, 1
74, 1200437, -7856, -20, -5, -6, -2, 0
75, 1200343, -695, 9, -2, -17, 1, 0
76, 1200461, -8712, -83, -17, -10, -1, 0
77, 1200398, -6835, -105, -3, 2, 0, 0
78, 1200561, 7293, 47, 7, 6, 0, 1
79, 1200550, 1604, 2, 2, -4, 1, 0
80, 1200418, -2753, -1, -9, -17, -2, 1
81, 1200523, 7409, 92, 3, 1, 2, 1
82, 1200431, -8848, -53, -12, -11, -2, 0
83, 1200455, 4869, -18, 9, 8, 1, 1
84, 1200456, -2036, -74, -1, -2, -2, 0
85, 1200343, 3094, 30, 5, 10, 1, 1
86, 1200527, -613, 16, 0, 6, 0, 0
87, 1200430, -4023, 11, -5, -5, 2, 0
88, 1200441, -4756, -53, 0, -2, -1, 0
89, 1200238, 4902, 36, 6, -1, 1, 1
90, 1200367, -5342, -108, -4, 4, -2, 0
91, 1200548, -7373, 28, -10, -16, 0, 0
92, 1200446, -3817, -77, -4, 1, -2, 0
93, 1200442, 6780, 98, 6, 10, 1, 1
94, 1200472, 7573, 91, 9, 2, 0, 1
95, 1200438, 13098, 24, 19, 21, 1, 1
96, 1200426, -681, 54, -3, -10, -1, 1
97, 1200506, -7490, -35, -9, 1, -2, 0
98, 1200432, -4463, 46, -7, -13, 0, 0
99, 1200484, 7291, 23, 12, 11, 1, 1
100, 1200496, 3871, -65, 4, 11, 2, 1
101, 1200541, 10259, 11, 16, 10, 1, 1
102, 1200538, -7904, 26, -20, -23, -1, 0
103, 1200452, 9611, 83, 7, 4, 2, 1
104, 1200492, 3680, 40, 1, -4, -1, 1
105, 1200396, -797, -63, -4, 3, 1, 1
106, 1200407, 1170, 106, -2, 2, -1, 0
107, 1200449, -306, 42, 0, -10, -1, 1
108, 1200389, -4505, 24, -5, -7, -1, 0
109, 1200279, -1368, 13, -4, -16, 0, 1
110, 1200360, 380, -87, 7, 7, -1, 0
111, 1200372, -1482, -41, -1, 1, 0, 1
112, 1200462, -2011, -25, 0, -5, 1, 1
113, 1200469, 25, 16, -2, 6, 0, 0
114, 1200456, -4175, -25, -7, -12, 1, 0
115, 1200420, -2301, 20, -7, -18, -2, 1
116, 1200470, -6478, -62, -7, -3, -1, 0
117, 1200484, 283, 40, 4, 2, 0, 0
118, 1200539, -2301, -16, 0, -7, -1, 0
119, 1200418, 5877, 41, 9, 19, 2, 0
120, 1200559, -1334, 57, 0, -7, -1, 1
121, 1200410, -3352, -57, -3, 4, 1, 0
122, 1200519, -6107, -26, -11, -5, 0, 0
123, 1200463, -1891, -43, -2, -4, -2, 0
124, 1200400, 3807, -13, 11, 21, 0, 1
125, 1200359, -2474, 8, 4, 0, 1, 1
126, 1200600, 891, -6, 3, 3, 0, 1
127, 1200546, 1692, 52, -4, -4, -1, 1
128, 1200510, -1147, -22, 3, 9, 1, 1
129, 1200355, -4636, 43, -9, -21, -2, 0
130, 1200433, 2981, 80, 5, -9, 0, 0
131, 1200378, -2480, -11, -4, -2, -2, 1
132, 1200519, 76, 2, -5, -5, -1, 1
133, 1200464, 4028, 30, 6, 7, 0, 1
134, 1200356, -3984, -34, 0, 2, 1, 0
135, 1200587, -2434, -10, -1, 3, 2, 1
136, 1200518, -4858, -69, -10, -16, 2, 0
137, 1200482, -2377, -71, -1, -8, -1, 0
138, 1200491, -4668, -40, -5, 0, 0, 0
139, 1200441, 40, -1, 4, 8, 0, 1
140, 1200482, -8886, -81, -11, -10, -2, 0
141, 1200507, -1698, -60, -2, -7, -2, 0
142, 1200492, 6082, 106, 1, 4, 1, 1
143, 1200502, 5436, 45, 3, -1, -1, 1
144, 1200424, 6082, 8, 12, 23, 1, 1
145, 1200468, 5848, -24, 9, 21, 2, 1
146, 1200450, -8772, -62, -13, -17, -2, 0
147, 1200440, 4167, 58, 7, -6, 0, 1
148, 1200608, 2345, -31, 4, 9, 0, 0
149, 1200432, 7939, 133, 8, -2, 2, 1
150, 1200417, -6858, -47, -4, 9, -1, 1
151, 1200612, 194, -41, 1, 9, 0, 0
152, 1200554, -2870, -15, -6, -1, 1, 0
153, 1200581, 8289, -14, 8, 9, 0, 1
154, 1200501, -10000, -72, -14, 5, -2, 0
155, 1200497, 8791, 40, 6, 12, -1, 1
156, 1200371, -5506, 43, -17, -17, 0, 1
157, 1200452, 12135, 58, 18, 22, 1, 1
158, 1200360, 3726, -5, 7, 21, 1, 1
159, 1200473, -1599, -5, -4, 0, -1, 1
160, 1200414, 2987, 7, 3, -1, -1, 1
161, 1200332, -4586, -51, -2, -9, 0, 1
162, 1200402, -2381, 5, -6, -15, 0, 0
163, 1200523, 11654, 35, 18, 17, 2, 1
164, 1200524, 1136, 73, -5, -9, -1, 0
165, 1200542, -6554, -47, -6, -4, -2, 0
166, 1200502, 8376, 83, 17, 11, 1, 1
167, 1200481, 2587, 48, -2, -8, 0, 1
168, 1200444, 8442, -52, 14, 17, 0, 1
169, 1200444, -6701, -129, -4, -2, -1, 0
170, 1200387, 4050, 19, 7, 7, 0, 1
171, 1200594, 10597, 69, 14, 16, 0, 1
172, 1200538, 1066, -49, 3, 12, 1, 1
173, 1200363, -2080, 18, -9, -7, -2, 0
174, 1200578, 10348, 53, 14, 15, 0, 1
175, 1200335, -4331, -5, -7, -18, 1, 0
176, 1200516, -8419, 25, -11, -13, 0, 0
177, 1200543, 5543, 95, 7, -2, 2, 1
178, 1200336, -8013, -66, -7, -15, -1, 0
179, 1200550, 437, -29, -1, -3, 1, 1
180, 1200452, 11574, 104, 14, 8, 2, 1
181, 1200422, -5695, -24, -9, -19, -1, 0
182, 1200435, -3297, -66, 0, -1, 0, 0
183, 1200489, 12480, 57, 17, 25, 1, 1
184, 1200522, -12606, -10, -12, -11, -2, 0
185, 1200415, 4695, -9, 5, 14, 2, 1
186, 1200541, -14227, -79, -22, -14, -1, 0
187, 1200576, 4322, 57, -2, 2, 1, 1
188, 1200481, 9606, 154, 10, 6, 2, 1
189, 1200517, -3154, -1, -3, -5, -1, 0
190, 1200503, 10512, 88, 14, 19, -1, 1
191, 1200607, -10788, -148, -5, -6, 0, 0
192, 1200630, -9475, -77, -4, 5, -2, 0
193, 1200547, 16394, 140, 27, 21, 2, 1
194, 1200470, 3119, -1, 5, 11, 2, 1
195, 1200402, 6026, 28, 3, 6, 2, 1
196, 1200400, 7436, -39, 14, 22, 2, 1
197, 1200439, 9497, 74, 14, 5, 1, 1
198, 1200365, -6721, -43, -12, -15, -2, 0
199, 1200326, -11346, -92, -11, -8, -1, 0
200, 1200506, -3921, -48, -5, -5, -2, 0
201, 1200292, -16252, -168, -19, -10, -1, 0
202, 1200591, -9440, -14, -16, -21, -2, 0
203, 1200388, -13660, -161, -8, -8, -2, 0
204, 1200416, 16791, 124, 22, 33, 1, 1
205, 1200439, 12238, 56, 22, 24, 2, 1
206, 1200375, 13352, 77, 16, 12, 1, 1
207, 1200442, 13530, 87, 20, 7, 1, 1
208, 1200358, -11585, -15, -16, -29, 1, 0
209, 1200493, 15540, 47, 19, 22, 1, 1
210, 1200395, -8932, -51, -11, -14, 0, 0
211, 1200386, -12025, -52, -17, -10, 1, 0
212, 1200458, -15401, -125, -22, -10, -2, 0
213, 1200438, 12150, 57, 22, 19, 1, 1
214, 1200275, 14252, 107, 20, 19, 1, 1
216, 1200385, -437, -6, 1, -3, 0, 0
217, 1200469, -224, 31, 2, 3, -1, 0
218, 1200333, -6537, -65, -11, -7, -1, 0
219, 1200425, -2081, -55, -1, 4, -2, 1
220, 1200370, -4067, -9, -5, -4, -1, 0
221, 1200492, 1638, 79, 4, -5, 1, 1
222, 1200557, 35, -66, 3, 8, 1, 0
223, 1200477, 3507, -66, 9, 2, 1, 1
224, 1200424, -618, 33, 0, -5, 2, 1
225, 1200457, 3891, -2, 7, 10, -1, 1
226, 1200371, 538, -15, 2, 5, 0, 1
227, 1200405, -5251, -11, -5, 0, 1, 1
228, 1200293, -215, 94, -10, -16, 1, 1
229, 1200411, 1676, 19, 6, 7, 0, 0
230, 1200578, 4167, 7, 10, 1, 2, 1
231, 1200409, -609, -29, -1, -8, -2, 1
232, 1200448, 2617, -13, 3, 0, 2, 0
233, 1200541, -411, -8, -5, 3, -1, 0
234, 1200413, 4550, 25, 5, 7, -1, 0
235, 1200327, 2204, 15, 0, 12, 0, 0
236, 1200466, -2359, -33, -9, -14, 1, 1
237, 1200404, 2394, 81, 2, 0, -1, 1
238, 1200370, -4760, -29, -3, -19, 0, 0
239, 1200367, 3444, 54, 3, 6, -1, 0
240, 1200485, 553, 78, 0, -11, 2, 1
241, 1200485, -4960, -86, -6, -3, -1, 1
242, 1200387, 2975, -9, 3, 13, 1, 0
243, 1200418, -2153, -38, 3, 4, 2, 0
244, 1200487, 2429, 97, 12, 7, 2, 1
245, 1200454, 2806, 72, 2, 3, 2, 0
246, 1200418, 6306, 21, 6, 10, 1, 1
247, 1200426, -1288, -45, 0, -9, -2, 0
248, 1200341, -1024, -13, -1, 3, -1, 1
249, 1200478, -5926, -84, 1, 9, -2, 0
250, 1200454, 4100, 75, 2, 7, -2, 0
251, 1200357, -4457, -98, 1, 3, 1, 0
252, 1200400, 5944, -11, 7, 14, 1, 1
253, 1200452, -7523, 8, -12, -19, -1, 0
254, 1200505, 5111, 7, 3, 1, 0, 1
255, 1200344, 426, 63, -1, 0, -1, 1
256, 1200498, 2308, 37, 5, 10, -1, 1
257, 1200519, 4906, 30, 11, 24, -1, 1
258, 1200390, 1887, 42, 0, 3, 2, 1
259, 1200436, 6222, 66, 12, 10, 1, 0
260, 1200419, -9086, -76, -7, 0, -1, 0
261, 1200454, 6453, 50, 6, -8, -1, 1
262, 1200504, -3036, -13, -7, -6, -1, 0
263, 1200444, -4506, 16, -8, -12, 0, 0
264, 1200565, -3093, -26, -7, -3, -1, 1
265, 1200376, -2477, 6, -6, -9, 1, 1
266, 1200424, 4657, -48, 6, 10, -1, 1
267, 1200504, -6597, -138, -3, -5, 1, 0
268, 1200415, 731, 67, 3, 3, 0, 1
269, 1200568, -986, -9, -3, -9, 0, 1
270, 1200414, -5136, -94, -1, 5, 1, 0
271, 1200417, -7515, -62, -7, -6, -1, 0
272, 1200540, -3098, -56, -6, -6, 1, 1
273, 1200488, -2544, -64, -2, 1, 0, 1
274, 1200432, 4118, -5, 6, 4, -1, 1
275, 1200522, 2387, -71, 9, 9, 2, 1
276, 1200465, 3462, -4, 4, 10, 1, 1
277, 1200535, -1541, 83, -1, -6, 1, 1
278, 1200495, 6833, 29, 6, 1, 2, 1
279, 1200485, 1248, 41, -5, -6, -1, 1
280, 1200516, 5877, 39, 9, 16, 2, 1
281, 1200573, 1679, -17, 4, 5, 2, 0
282, 1200501, -9732, -66, -11, -8, 0, 0
283, 1200358, 3531, 15, 4, 4, 1, 1
284, 1200416, -8800, -124, -10, -16, 0, 0
285, 1200463, -2944, -30, -4, -17, 0, 0
286, 1200508, 9150, 62, 11, 33, 1, 1
287, 1200563, 3022, -48, 0, 5, 0, 1
288, 1200555, 14317, 115, 17, 8, 2, 1
289, 1200480, 4195, -60, 8, 15, 1, 1
290, 1200445, 2994, 88, 0, 0, -1, 1
291, 1200355, 12655, 23, 21, 27, 1, 1
292, 1200462, -7222, -46, -11, -10, -1, 0
293, 1200285, -3161, -37, 2, 13, -2, 0
294, 1200506, 3256, 111, 3, -2, 2, 1
295, 1200445, 4324, 49, 3, -7, 1, 1
296, 1200378, 7453, 109, 10, 11, 0, 1
297, 1200347, 10032, 119, 8, 12, 1, 1
298, 1200370, 3185, -46, 5, 4, 0, 1
299, 1200409, -10186, -93, -4, -5, -1, 0
300, 1200497, 15267, 56, 18, 21, 2, 1
301, 1200395, 6511, 51, 6, 14, 2, 1
302, 1200441, 9436, 81, 9, 8, 2, 1
303, 1200290, 7723, 4, 12, 9, 1, 1
304, 1200384, -13985, -92, -18, -12, -1, 0
305, 1200460, 12799, 126, 15, 6, 2, 1
306, 1200550, -7629, -76, -9, -18, -2, 0
307, 1200454, -12927, -82, -12, -9, -2, 0
308, 1200489, 17403, 150, 27, 8, 1, 1
309, 1200468, -5669, -18, -10, -19, -1, 0
310, 1200524, -8548, -73, -13, -11, -1, 0
311, 1200340, 8845, 39, 6, 12, -1, 1
312, 1200374, 15149, 94, 18, 14, 1, 1
313, 1200385, 6843, 60, 3, 12, -2, 1
314, 1200340, -9822, -79, -17, -35, -2, 0
315, 1200524, -6049, -47, -4, -2, -2, 0
316, 1200505, 16296, 77, 22, 25, 1, 1
317, 1200445, -2328, -58, -3, -1, -1, 0
318, 1200539, -8782, -29, -9, -2, 0, 0
319, 1200461, -11832, -110, -17, -32, -2, 0
320, 1200401, 16482, 155, 19, 23, 1, 1
322, 1200260, 7439, 102, 9, 11, 0, 1
323, 1200454, -6085, -29, -10, -15, -1, 0
324, 1200440, -16214, -145, -19, -7, -2, 0
325, 1200407, 14517, 108, 7, 14, 2, 1
326, 1200417, 6180, -15, 7, -1, 2, 1
327, 1200575, -8726, -29, -12, -9, -2, 0
328, 1200450, 7722, 59, 11, 11, 1, 1
329, 1200521, -8148, -68, -10, -4, -2, 0
330, 1200547, 5640, 47, 10, -1, 1, 1
331, 1200374, -20121, -23, -30, -32, -2, 0
332, 1200362, -14900, -57, -24, -19, -2, 0
335, 1200437, -4956, -49, -8, -11, -1, 0
336, 1200455, -1461, -53, 1, 11, 0, 0
337, 1200488, 4286, -82, 11, 16, 1, 1
338, 1200429, -4718, -25, -5, -10, 0, 1
339, 1200398, 3791, 27, 5, 4, 1, 1
340, 1200452, 536, -51, 5, 4, 1, 1
341, 1200360, 986, -47, 9, 8, 0, 0
342, 1200457, -2912, -14, -12, -4, 2, 0
343, 1200445, -4072, -57, -2, -7, 1, 1
344, 1200409, -7901, -93, -12, -13, -1, 0
345, 1200313, -1651, -38, -1, 1, -1, 1
346, 1200416, -4302, -18, 0, -11, -1, 1
347, 1200424, 7989, 64, 5, 9, 2, 1
348, 1200388, -5319, -96, -5, -2, 1, 1
349, 1200426, 2050, -7, 6, 14, 1, 1
350, 1200442, 1209, -14, -1, -9, -1, 0
351, 1200465, 1635, -61, 7, 12, 0, 0
352, 1200377, -2586, -36, -5, -16, 1, 1
353, 1200316, -5697, -59, -5, -2, -2, 1
354, 1200467, 699, -16, -2, -9, -1, 0
355, 1200386, -1996, -59, 3, 0, 0, 1
356, 1200381, -1830, -28, -1, 3, -1, 0
357, 1200543, 2211, 23, 0, 2, 1, 0
358, 1200613, -904, 68, -9, -14, 0, 1
359, 1200559, 2294, -19, 7, 5, 1, 1
360, 1200442, 764, 28, 5, 0, 1, 1
361, 1200296, -5142, 10, -8, -9, 1, 1
362, 1200453, -3127, -63, 7, 3, 2, 0
363, 1200388, 11459, 158, 11, 7, 2, 1
364, 1200549, 4071, 19, 2, 6, 2, 0
365, 1200461, 2263, 10, 3, -1, 2, 1
366, 1200409, 667, 94, -1, -22, -2, 0
367, 1200441, 2868, 10, 7, 8, 1, 1
368, 1200396, 4145, 63, 4, -3, 0, 1
369, 1200522, 5210, 67, 8, 13, 1, 0
370, 1200425, -3715, -47, -6, 3, -2, 0
371, 1200393, 1618, -35, 2, 4, 1, 1
372, 1200377, 4078, 35, 6, 8, -1, 1
373, 1200330, -3619, -66, -4, -4, -2, 0
374, 1200329, -436, 33, -1, -5, 1, 1
375, 1200474, 6863, 23, 7, 15, 1, 1
376, 1200428, -2425, -27, 0, -2, 1, 0
377, 1200444, 3210, 110, 3, 3, -1, 1
378, 1200396, -4781, -64, -1, -8, 0, 0
379, 1200521, 4358, 12, 8, 1, 0, 1
380, 1200555, -7413, -49, -6, 0, -2, 0
381, 1200432, -4925, 24, -9, -9, -2, 0
382, 1200393, -2857, -37, -6, -4, -1, 0
383, 1200496, -222, 53, 2, -2, -2, 1
384, 1200487, -6856, -60, -12, -7, -1, 0
385, 1200446, 732, -48, 7, 9, 1, 0
386, 1200413, -3889, -9, -10, -11, -1, 0
387, 1200482, 367, -1, -1, -4, 1, 1
388, 1200247, -8612, -114, -9, -17, -1, 1
389, 1200334, 110, 3, -3, -1, 0, 0
390, 1200481, 7440, 120, 7, -2, 2, 1
391, 1200504, -3698, -6, -1, -4, -1, 0
392, 1200444, -5801, -138, -4, 2, -1, 0
393, 1200424, -454, -36, 3, 1, -1, 0
394, 1200523, 9581, 64, 11, 11, 1, 1
395, 1200329, 739, -10, 2, 4, -1, 1
396, 1200437, -7023, -68, -6, -7, -1, 0
397, 1200369, 5351, 9, 4, 9, 0, 0
398, 1200430, 1561, 73, -3, 2, -1, 0
399, 1200412, 9180, 80, 14, 19, 2, 1
400, 1200562, 1261, -6, -3, -6, -1, 0
401, 1200403, 5399, 56, 4, 5, -1, 1
402, 1200422, 5644, 3, 13, 23, 2, 1
403, 1200429, 3113, -101, 4, 9, 1, 1
404, 1200293, -3729, -49, 1, 13, 0, 1
405, 1200470, -4616, -50, -8, 0, -2, 0
406, 1200476, -2489, -36, -10, 1, 1, 0
407, 1200386, -5953, -33, -5, 2, -2, 0
408, 1200478, -2289, -32, 2, -13, -3, 0
409, 1200465, -518, -7, -3, -1, 1, 0
410, 1200412, 2515, 55, 0, -1, 0, 1
411, 1200346, 3904, 26, 4, 19, 2, 1
412, 1200346, -7924, -4, -12, -6, -1, 0
413, 1200361, 8537, 23, 12, 31, 2, 1
414, 1200397, -34, 22, -2, -2, 1, 0
415, 1200459, 137, 21, 2, 2, 0, 1
416, 1200557, 4501, -2, 9, -3, 1, 1
417, 1200322, -2849, -22, -7, -6, -1, 0
418, 1200310, 8584, 142, 2, -11, 2, 1
419, 1200558, -6636, -25, -13, -5, -2, 0
420, 1200322, 3540, -43, 11, 10, -1, 1
421, 1200476, 2420, 30, 6, -9, 1, 0
422, 1200448, -1590, -8, -5, 5, 0, 1
423, 1200447, -73, 45, 0, 2, -2, 1
424, 1200435, -1639, -86, 6, 4, 1, 1
425, 1200534, 31, 7, -2, -8, 1, 0
426, 1200437, -3468, -102, -3, 0, 1, 0
427, 1200586, -3461, -91, -4, -3, -1, 1
428, 1200445, 6359, 103, 9, -4, 2, 0
429, 1200387, 2461, 18, 1, -6, -1, 1
430, 1200519, 3217, 4, 7, 6, 2, 1
431, 1200415, 2469, 40, 0, 2, 0, 1
432, 1200469, -1622, -46, -3, -3, 1, 0
433, 1200504, -8176, -103, -11, -13, 0, 1
434, 1200401, 483, 98, -3, -13, -2, 1
435, 1200360, -2167, -42, -2, -4, -1, 1
436, 1200494, -397, -26, 0, -3, -3, 1
437, 1200428, -7298, -17, -14, -14, -2, 0
438, 1200433, 812, 4, -4, -3, 2, 1
439, 1200523, -8470, -58, -12, -14, -2, 0
440, 1200424, 5892, 81, 3, -5, -1, 0
441, 1200446, -2052, -2, -4, -6, -1, 0
442, 1200493, 11667, 57, 15, 34, -1, 1
443, 1200582, -3921, 16, -1, -7, -1, 1
444, 1200434, 3546, -6, 5, 1, 2, 1
445, 1200427, -1595, -85, 3, 6, -1, 0
446, 1200482, 9, -10, -2, -6, 0, 0
447, 1200496, -8272, -93, -9, -6, -1, 0
448, 1200409, 3267, 26, 2, -1, 0, 1
449, 1200380, -3565, -49, -7, -8, -1, 0
450, 1200425, 917, -5, 1, 7, 1, 1
451, 1200386, -1491, -11, -2, -4, 1, 1
452, 1200471, -2565, 56, -1, -10, 0, 0
453, 1200411, -6098, -48, -4, 4, 1, 1
454, 1200462, 8049, 2, 10, 15, 0, 0
455, 1200521, 198, 39, -2, -2, 0, 1
456, 1200353, -883, -43, -2, 1, 1, 0
457, 1200422, 4027, 8, -1, -4, 2, 1
458, 1200509, 4044, 64, 5, -2, 1, 1
459, 1200562, -5766, -78, -6, -2, -1, 1
460, 1200382, -253, 87, -2, 0, -1, 0
461, 1200412, 173, -45, 4, 4, 1, 0
462, 1200461, 4749, 80, 4, 0, -2, 1
463, 1200656, 1331, 14, 1, -10, 1, 1
464, 1200336, 7655, 90, 7, 0, -1, 1
465, 1200481, 1408, -28, 9, 8, 1, 1
466, 1200350, -6784, -48, -17, -5, -2, 0
467, 1200402, 10251, 57, 14, 32, 1, 1
468, 1200534, 4883, 124, 3, -14, 0, 1
469, 1200440, 5240, 66, 0, -17, 2, 0
470, 1200353, -5634, 46, -7, -1, -1, 0
471, 1200502, -6634, -85, -13, -15, -2, 1
472, 1200502, -5838, -38, -3, -3, -2, 0
473, 1200417, -2422, -74, -2, 14, -2, 0
474, 1200483, 1086, -9, 2, 2, -2, 0
475, 1200503, -5370, -1, -8, -16, 1, 0
476, 1200610, 5207, 42, 7, 13, 2, 1
477, 1200427, -7593, -34, -13, -19, -2, 0
478, 1200299, 108, -8, 3, -7, 2, 1
479, 1200422, 2855, 130, 1, 5, 0, 0
480, 1200398, -6872, -34, -8, -11, -2, 0
481, 1200389, -6665, -75, -6, -1, -2, 0
482, 1200406, 8949, 111, 12, 5, -1, 1
483, 1200481, 184, 7, -3, 2, -2, 0
484, 1200474, -5836, -39, -13, -13, -2, 0
485, 1200486, 5657, 68, 0, -7, 1, 1
486, 1200443, -4163, 2, -9, 0, -1, 0
487, 1200385, -8071, -87, -4, -8, -2, 0
488, 1200464, 911, 18, -1, 0, 1, 1
489, 1200522, -682, -12, 3, 8, 1, 1
490, 1200445, 4044, -27, 4, 6, 1, 1
491, 1200305, 2616, 12, 1, -5, 2, 1
492, 1200398, 4198, 82, 4, -8, 0, 1
493, 1200533, 6338, 27, 10, 7, 0, 1
494, 1200387, 5857, 72, 5, 12, 1, 1
495, 1200431, -6469, -23, -6, -2, -1, 0
496, 1200361, -76, 32, 2, -3, 1, 1
497, 1200488, 2, -8, 0, 5, -1, 0
498, 1200495, -7121, -50, -10, -9, -1, 0
499, 1200453, -5046, 2, -4, -11, -1, 0
500, 1200577, -3658, -118, -4, 4, 0, 0
501, 1200381, 555, -36, 4, 3, 2, 0
502, 1200503, 3724, -22, 2, 3, 1, 1
503, 1200537, -5750, -10, -8, -8, -2, 0
504, 1200447, -4455, -16, -3, -6, -1, 0
505, 1200460, -12358, -130, -10, -8, -1, 0
506, 1200412, 4303, 25, 7, 10, 1, 1
507, 1200355, -2510, 28, -7, -6, -1, 0
508, 1200511, 11636, 46, 14, 19, -1, 1
509, 1200366, -6261, -52, -6, -12, -1, 0
510, 1200423, -1757, -75, -6, 3, -1, 0
511, 1200407, -2607, 27, -2, -10, 0, 0
512, 1200479, 691, -63, 5, 15, 1, 1
513, 1200495, -3313, -20, -2, -12, -1, 0
514, 1200389, -6219, -30, -11, -7, -1, 0
515, 1200421, 3807, 28, 4, 5, 2, 1
516, 1200524, 5814, 51, 11, 6, 1, 1
517, 1200572, 1331, -41, -1, -5, 0, 1
518, 1200388, -12588, -170, -14, -10, 1, 0
519, 1200381, 11647, 26, 19, 32, 1, 1
520, 1200508, 2728, 16, 6, 1, 1, 1
521, 1200454, 5023, -44, 16, 36, 2, 1
522, 1200341, 9384, 23, 13, 5, 2, 1
523, 1200468, -5787, -89, -2, 1, -1, 0
524, 1200394, 15375, 168, 22, 24, 1, 1
525, 1200497, 6449, 32, 9, 2, 1, 1
526, 1200575, 12593, 78, 16, 19, 1, 1
527, 1200324, -9223, -84, -11, -19, -2, 0
528, 1200531, 8314, 101, 4, 2, 1, 1
529, 1200586, -15393, -156, -16, -12, -1, 0
530, 1200468, -12061, -71, -17, -15, -1, 0
531, 1200231, -16545, -90, -23, -19, -1, 0
532, 1200357, -8789, -109, -10, 4, -2, 0
533, 1200500, -13034, -57, -16, -14, -1, 0
534, 1200414, -16674, -204, -17, -6, -2, 0
535, 1200481, -14984, -56, -20, -16, -2, 0
536, 1200328, 12514, 89, 15, 12, 2, 1
537, 1200552, 7055, 29, 15, 4, 1, 1
538, 1200389, 9928, 57, 9, 20, 2, 1
539, 1200417, 8713, 83, 15, 13, 1, 1
540, 1200360, 16478, 106, 17, 20, 2, 1
541, 1200350, -6114, 85, -14, -26, -1, 0
