match, timestamp, goldDif, creepDif, killDif, assistDif, dragonDif, winner
232, 600228, -789, -25, -2, -1, 0, 0
233, 600245, -2921, -25, -7, -3, 0, 0
234, 600106, 1150, -16, 2, 3, 0, 0
235, 600131, -435, 8, -2, 0, 0, 0
236, 600262, -1314, -6, -3, -5, 0, 1
237, 600175, -233, 67, -1, 0, 0, 1
238, 600236, -338, 0, 2, -4, 0, 0
239, 600227, 1706, 17, 5, 8, 0, 0
240, 600226, 545, 41, 1, -5, 0, 1
241, 600268, -1239, -32, -2, -1, 0, 1
242, 600177, -877, -13, -1, 4, 0, 0
243, 600190, -1921, -30, -1, -2, 1, 0
244, 600348, -77, -23, 5, 2, 0, 1
245, 600318, 2114, 47, 3, 0, 0, 0
246, 600199, 144, -3, -2, -1, 0, 1
247, 600284, -1297, -13, -2, -4, -1, 0
248, 600149, -244, -5, 0, -1, 0, 1
249, 600191, -2252, -32, -2, -1, 0, 0
250, 600268, 1513, 53, 0, 1, 0, 0
251, 600196, -1234, -27, 2, 1, 0, 0
252, 600216, 1757, -19, 3, 3, 1, 1
253, 600203, -738, 3, -2, -2, 0, 0
254, 600215, 1309, 9, 2, 1, 0, 1
255, 600196, -3112, -17, -4, -4, 0, 1
256, 600211, 80, 45, -1, -1, 0, 1
257, 600310, -1321, 4, -3, -3, 0, 1
258, 600165, 3160, 24, 3, 6, 0, 1
259, 600211, -813, 19, -2, -1, 0, 0
260, 600212, -2536, -21, -5, -3, 0, 0
261, 600246, 2062, 69, 3, -3, 0, 1
262, 600217, -631, -2, -1, 2, 0, 0
263, 600206, -848, 32, -2, -5, 0, 0
264, 600272, 1756, 11, 3, 4, 0, 1
265, 600241, -2317, -7, -6, -5, 0, 1
266, 600236, 444, 0, 0, 2, 0, 1
267, 600289, -2642, -83, -3, -2, 0, 0
268, 600207, 2079, 57, 3, 4, -1, 1
269, 600331, -741, 11, -3, -7, -1, 1
270, 600144, -374, -33, 2, 4, 0, 0
271, 600196, 1080, 1, 2, 3, 0, 0
272, 600257, -63, 2, -1, -3, 0, 1
273, 600206, -2651, -33, -4, -3, -1, 1
274, 600223, 301, -43, 1, 4, 0, 1
275, 600219, 532, -17, 3, 4, 0, 1
276, 600266, -984, -15, -2, -2, 0, 1
277, 600269, 2504, 61, 3, 7, 0, 1
278, 600273, 1045, 4, 2, 3, 0, 1
279, 600273, -940, 26, -6, -8, 0, 1
280, 600239, 1545, 3, 3, 5, 1, 1
281, 600304, 385, -2, 1, 1, 0, 0
282, 600211, -2583, -67, -3, 1, 1, 0
283, 600172, -223, 4, -2, -2, 0, 1
284, 600153, -1146, -53, -1, -6, 1, 0
285, 600174, 64, -10, 2, 0, 0, 0
286, 600299, 4120, 50, 6, 10, 0, 1
287, 600294, 1715, -25, 3, 7, 0, 1
288, 600308, 6919, 97, 7, 3, 0, 1
289, 600260, 2637, -21, 5, 11, 0, 1
290, 600191, 1183, 7, 3, 3, 0, 1
291, 600126, 1251, -1, 3, 4, 0, 1
292, 600254, 315, -21, 1, 0, 0, 0
293, 600135, 712, 10, 1, 5, 0, 0
294, 600280, 313, 38, 0, -2, 0, 1
295, 600234, 1298, 9, 2, 1, 0, 1
296, 600151, 1171, 36, 2, 1, 0, 1
297, 600168, 1334, 49, -1, 1, 0, 1
298, 600208, 3436, -19, 6, 8, 0, 1
299, 600247, -1298, -14, -3, -7, 0, 0
300, 600226, 2716, 28, 4, 5, 1, 1
301, 600161, 3534, 2, 6, 10, 1, 1
302, 600175, 1977, -11, 5, 5, 1, 1
303, 600132, 1280, -22, 3, 5, 0, 1
304, 600160, -5586, -55, -11, -11, 0, 0
305, 600208, 4767, 56, 7, 9, 0, 1
306, 600313, -3957, -42, -6, -6, 0, 0
307, 600248, -3672, -35, -8, -6, 0, 0
308, 600227, 3578, 39, 11, 4, 0, 1
309, 600263, -249, -4, -2, -3, 0, 0
310, 600231, -1804, -34, -3, -4, 0, 0
311, 600184, 1485, 38, 0, -2, 0, 1
312, 600196, 2595, 9, 5, 6, 0, 1
313, 600222, 1090, 17, 3, 5, 0, 1
314, 600162, -2265, -29, -7, -8, -1, 0
315, 600293, -2133, -13, -4, -2, 0, 0
316, 600292, 2579, 19, 5, 3, 0, 1
317, 600241, -489, -28, 0, 0, 0, 0
318, 600225, 335, 22, -2, -2, -1, 0
319, 600277, -4269, -64, -8, -9, -1, 0
320, 600170, 1778, 53, 0, -1, 0, 1
321, 600228, -3338, -29, -7, -5, 0, 0
322, 600131, -494, 11, -1, -6, 0, 1
323, 600190, -2123, -27, -3, -4, 0, 0
324, 600179, -3562, -36, -7, -4, -1, 0
325, 600189, 3009, 56, 4, 3, 1, 1
326, 600208, 132, -16, 0, -1, 0, 1
327, 600301, -709, 11, -5, -2, -1, 0
328, 600204, 2426, 16, 7, 2, 0, 1
329, 600232, -418, 14, -2, 2, -1, 0
330, 600283, 2026, 47, 5, -1, 0, 1
331, 600215, -3710, -23, -6, -4, -1, 0
332, 600134, -2588, -8, -7, -9, 0, 0
333, 600305, 1793, -3, 4, 3, 0, 1
334, 600317, -5763, -104, -7, -11, 0, 0
335, 600205, -2486, -39, -5, -5, 0, 0
336, 600281, -1037, -36, -1, -3, 0, 0
337, 600266, -619, -51, 1, 3, 0, 1
338, 600218, -1011, -8, -1, -4, 0, 1
339, 600193, 1077, 15, 1, 1, 0, 1
340, 600274, -130, -24, 0, 3, 0, 1
341, 600161, 1631, -10, 4, 3, -1, 0
342, 600283, 35, -19, -2, 4, 0, 0
343, 600157, -258, -7, -1, 0, 0, 1
344, 600186, -762, -33, -1, -2, 0, 0
345, 600128, 1112, -25, 2, 5, 0, 1
346, 600233, 880, -3, 3, 0, 0, 1
347, 600183, 2813, 42, 2, 1, 1, 1
348, 600215, -102, -49, 3, 2, 0, 1
349, 600172, 66, -18, 0, 1, 0, 1
350, 600196, 742, -31, 3, 8, 0, 0
351, 600259, -1565, -25, -1, 2, 0, 0
352, 600151, -1416, -32, -3, -4, 0, 1
353, 600174, -2106, -36, -4, 0, 0, 1
354, 600174, 1166, -2, 2, -1, 0, 0
355, 600193, -2203, -18, -1, 0, 0, 1
356, 600201, -654, -41, 0, 1, 0, 0
357, 600213, 15, 2, -1, 3, 0, 0
358, 600364, -800, 21, -4, -3, -1, 1
359, 600296, 3596, 28, 8, 5, 0, 1
360, 600212, 168, -2, 1, 0, 0, 1
361, 600169, -1210, 2, -2, -3, 0, 1
362, 600189, -865, -30, -1, -2, 0, 0
363, 600193, 2727, 65, 2, 3, 0, 1
364, 600267, -113, 27, -2, -1, 0, 0
365, 600299, 663, 19, 1, -2, 0, 1
366, 600205, -1419, 29, -4, -11, -1, 0
367, 600190, 990, 8, 1, 0, 0, 1
368, 600133, 2090, 36, 3, 1, 0, 1
369, 600289, 2017, 41, 3, 3, 0, 0
370, 600185, -1084, -21, -1, -1, -1, 0
371, 600152, -1453, -41, -2, -1, 0, 1
372, 600230, 912, 27, 3, 3, 0, 1
373, 600169, -920, -36, -1, 0, 0, 0
374, 600169, -881, 4, 1, -2, 0, 1
375, 600231, -729, 7, -4, -2, 0, 1
376, 600169, 1508, -21, 6, 6, 0, 0
377, 600210, -1265, 19, -3, -4, 0, 1
378, 600197, -3537, -80, -4, -5, 0, 0
379, 600260, 1423, 29, 2, -1, 1, 1
380, 600229, 22, 3, 1, 5, -1, 0
381, 600169, -3890, -30, -6, -4, 0, 0
382, 600184, -1495, -18, -4, -1, 0, 0
383, 600204, 605, 15, 3, 2, 0, 1
384, 600232, -1738, -38, -3, 0, 0, 0
385, 600200, -323, -16, 1, 1, 0, 0
386, 600246, -1217, -12, -3, -3, 0, 0
387, 600213, 500, 26, 1, 0, 0, 1
388, 600093, -2935, -61, -4, -3, 0, 1
389, 600183, 719, -9, 2, 1, 0, 0
390, 600272, 4995, 78, 8, 5, 1, 1
391, 600322, 422, -26, 2, 3, 0, 0
392, 600247, 316, -34, 0, 6, 0, 0
393, 600224, -973, -63, 1, 1, 0, 0
394, 600210, 2916, 40, 5, 4, 0, 1
395, 600162, 1294, -2, 3, 4, 0, 1
396, 600242, -1052, -45, 0, 0, 0, 0
397, 600172, 1577, 9, 0, 1, 0, 0
398, 600155, 824, 35, -2, 6, 0, 0
399, 600225, 99, -3, 2, 1, 1, 1
400, 600314, 1243, 17, 1, 0, 0, 0
401, 600182, 98, 20, 0, -1, 0, 1
402, 600242, 919, 0, 3, 2, 0, 1
403, 600253, -91, -56, 2, 1, 0, 1
404, 600135, -2120, -65, -1, 1, 0, 1
405, 600259, 165, -20, -1, 0, 0, 0
406, 600307, -1215, -25, -5, 3, 0, 0
407, 600195, 26, -12, 0, 1, 0, 0
408, 600187, 1082, 1, 5, 3, -1, 0
409, 600203, 827, -27, 2, 3, 0, 0
410, 600211, -84, 34, -1, -1, 0, 1
411, 600158, -1020, 15, -4, -2, 0, 1
412, 600177, -1015, 14, -5, 0, -1, 0
413, 600119, 2902, -4, 3, 3, 0, 1
414, 600236, 508, 12, 2, 2, 0, 0
415, 600228, -720, 17, -1, -3, 0, 1
416, 600340, 1228, -3, 5, 0, 0, 1
417, 600110, -1441, -39, -2, -2, 0, 0
418, 600145, 2400, 63, 2, 4, 1, 1
419, 600232, -1249, -19, -5, -3, -1, 0
420, 600136, -1140, -37, 0, -3, -1, 1
421, 600211, 3567, 17, 9, 3, 0, 0
422, 600261, -945, -1, -1, 3, 0, 1
423, 600245, 1336, 30, 2, 6, 0, 1
424, 600209, 1018, -30, 3, 8, 0, 1
425, 600245, 204, 6, -1, -2, 0, 0
426, 600206, -2070, -51, -3, -2, 0, 0
427, 600311, -635, -75, 0, 4, 0, 1
428, 600205, 3854, 34, 8, 4, 0, 0
429, 600192, 797, 3, 2, -2, 0, 1
430, 600199, 2336, 24, 5, 1, 1, 1
431, 600195, 365, 6, 1, -1, 0, 1
432, 600203, -270, -16, -1, -1, 0, 0
433, 600265, -2102, -47, -4, -1, -1, 1
434, 600197, 665, 53, 0, -3, -1, 1
435, 600153, -1467, -22, -3, -2, 0, 1
436, 600318, 710, -9, 1, -1, -1, 1
437, 600225, -2706, 9, -6, -8, 0, 0
438, 600284, -528, 5, -2, -3, 0, 1
439, 600252, -1484, -28, -2, 0, 0, 0
440, 600146, 1340, 33, 1, 2, 0, 0
441, 600239, -693, 4, -1, -2, 0, 0
442, 600302, 1522, 38, 2, 1, 0, 1
443, 600300, 862, 32, 0, 2, 0, 1
444, 600207, 1594, -46, 4, 4, 0, 1
445, 600279, -1111, -26, 0, 3, 0, 0
446, 600235, -396, -5, -1, -1, 1, 0
447, 600282, -2245, -38, -4, -1, 0, 0
448, 600194, -69, -21, 2, 1, 0, 1
449, 600128, -1173, -2, -2, -3, 0, 0
450, 600236, -1304, -12, -2, -1, 0, 1
451, 600229, -1101, -28, 0, -2, 0, 1
452, 600250, 146, 35, 1, -4, -1, 0
453, 600244, -896, -25, -3, 2, 0, 1
454, 600198, 2136, 16, 4, 3, 1, 0
455, 600292, -1639, 4, -3, -3, 0, 1
456, 600196, 415, 12, 1, 2, 1, 0
457, 600207, 3813, 56, 4, 2, 1, 1
458, 600270, 1991, 42, 4, 5, 0, 1
459, 600281, -2638, -29, -5, -4, 0, 1
460, 600181, 229, 37, -1, 0, 0, 0
461, 600181, 571, -21, 2, 0, 0, 0
462, 600167, 1817, 0, 5, 3, -1, 1
463, 600339, -164, -15, 2, -2, 0, 1
464, 600120, 728, 56, 0, -3, 0, 1
465, 600208, 1499, -17, 4, 5, 1, 1
466, 600108, -1380, 8, -4, -2, 0, 0
467, 600167, 2806, 44, 5, 6, 0, 1
468, 600313, 1448, 29, 3, -3, 1, 1
469, 600174, 3796, 63, 5, 4, 0, 0
470, 600184, -1423, 32, -3, -4, 0, 0
471, 600261, -4086, -80, -8, -9, 0, 1
472, 600209, 444, -8, 2, 2, 0, 0
473, 600166, -276, -44, -1, 1, -1, 0
474, 600250, 1352, -14, 3, 1, 0, 0
475, 600230, -15, 14, -1, 1, 0, 0
476, 600256, 2539, 29, 5, 5, 0, 1
477, 600173, -3236, -18, -6, -13, -1, 0
478, 600137, 2143, 23, 2, 3, 0, 1
479, 600239, 1879, 53, 2, 3, 0, 0
480, 600213, -1099, -9, -3, 1, 0, 0
481, 600160, -1218, -6, -2, 0, 0, 0
482, 600252, 3711, 48, 6, 7, 0, 1
483, 600242, -1942, -27, -5, -3, 0, 0
484, 600178, -1406, 29, -5, -5, 0, 0
485, 600250, 231, 40, -1, -5, 0, 1
486, 600183, -1594, -18, -5, -1, 0, 0
487, 600174, 305, -14, 3, 2, 0, 0
488, 600199, 1237, 36, 1, 0, 0, 1
489, 600268, 284, 12, 1, 2, 0, 1
490, 600246, -1250, -1, -2, -2, 0, 1
491, 600139, 2075, 10, 3, 2, 0, 1
492, 600108, -934, 41, -2, -3, 0, 1
493, 600292, 1090, 29, 1, 3, -1, 1
494, 600164, 732, 27, 0, 4, 0, 1
495, 600159, -1124, -18, 0, 2, 0, 0
496, 600196, 3730, 15, 9, 12, 0, 1
497, 600241, -1314, 2, -4, -3, 0, 0
498, 600221, -1800, -25, -2, -3, 0, 0
499, 600275, -434, -5, 0, -2, 0, 0
500, 600190, -2513, -72, -4, -2, 0, 0
501, 600160, 777, 10, 2, 4, 0, 0
502, 600349, -1078, -12, -2, -3, 0, 1
503, 600295, -1077, -6, -2, 0, -1, 0
504, 600195, -428, 16, 0, 0, 0, 0
505, 600204, -3032, -64, -4, -2, 0, 0
506, 600185, 1328, 16, 2, 2, 0, 1
507, 600175, -798, -20, -3, 2, 0, 0
508, 600250, 3177, 33, 7, 7, 0, 1
509, 600175, -3913, -63, -5, -3, 0, 0
510, 600230, -829, -39, -1, 1, 0, 0
511, 600232, 248, 9, 3, -2, 1, 0
512, 600253, -327, -8, -2, -2, 0, 1
513, 600226, 588, 28, 0, -2, 0, 0
514, 600224, -656, -34, -2, 1, 0, 0
515, 600205, 710, 6, 1, -2, 0, 1
516, 600267, 2851, 29, 6, 6, 0, 1
517, 600302, -385, -28, -2, -1, 0, 1
518, 600131, -2246, -88, -3, -3, 0, 0
519, 600161, 4975, 11, 11, 13, 0, 1
520, 600277, 854, 9, 4, 0, 0, 1
521, 600256, -1290, -67, 0, 0, 0, 1
522, 600207, 2658, -1, 6, 6, 1, 1
523, 600260, -498, -12, 0, 0, 0, 0
524, 600210, 2956, 72, 5, 3, 0, 1
525, 600235, -247, 2, 0, -2, 0, 1
526, 600250, 1517, 19, 3, 2, 0, 1
527, 600207, -852, -27, -2, -2, -1, 0
528, 600258, 931, 38, 0, 1, 0, 1
529, 600315, -3591, -64, -5, -2, 0, 0
530, 600161, -2303, -24, -5, -1, 0, 0
531, 600120, -2370, 0, -7, -3, 0, 0
532, 600174, -753, -63, -1, 0, 0, 0
533, 600261, -1951, 7, -3, -3, 0, 0
534, 600232, -3195, -54, -3, -3, 0, 0
535, 600209, -3005, 8, -6, -1, 0, 0
536, 600120, 1173, 16, 1, -1, 0, 1
537, 600285, 2437, -18, 7, 4, 0, 1
538, 600191, 828, 3, 1, 4, 1, 1
539, 600197, 2252, 24, 4, 3, 0, 1
540, 600196, 3137, 24, 5, 7, 0, 1
541, 600090, -745, 26, -3, -7, 0, 0
542, 600206, 4289, 72, 7, 2, 0, 1
543, 600166, -2893, -52, 0, 2, 0, 0
544, 600148, 9994, 94, 13, 9, 0, 1
545, 600172, 2866, 43, 5, 3, 0, 1
546, 600203, 1401, -20, 3, 2, 0, 1
547, 600210, -697, 22, -2, -2, -1, 0
548, 600136, -484, -18, 3, -1, 0, 1
549, 600159, -1367, -38, -1, 4, 0, 0
550, 600197, -12, 47, -3, -7, 0, 0
551, 600186, 388, 7, 0, -6, 0, 0
552, 600216, -803, -28, 0, 2, 0, 1
553, 600215, 824, 17, 3, 5, -1, 0
554, 600240, 238, -5, -2, -2, 0, 1
555, 600232, 1748, -16, 3, 2, 1, 0
556, 600221, 1874, 21, 5, 2, 0, 1
557, 600217, -99, 41, 0, 0, 0, 1
558, 600260, -558, -6, 1, 1, 0, 0
559, 600332, -189, -8, 1, 1, 0, 1
560, 600289, 484, -17, 3, 4, -1, 0
561, 600246, 422, 4, -1, 0, 0, 0
562, 600143, -818, 26, -4, -2, 0, 1
563, 600141, -1534, -22, -2, -2, 0, 1
564, 600276, 576, -12, 0, 8, 0, 1
565, 600192, -2331, -38, -3, -1, 0, 0
