match, timestamp, goldDif, creepDif, killDif, assistDif, dragonDif, winner
566, 600310, -863, 21, -4, -2, 0, 1
567, 600246, -319, 13, -1, 0, 0, 1
568, 600180, 1256, 7, 4, 4, 0, 0
569, 600303, 34, -27, -1, -2, 0, 0
570, 600170, -444, 58, -2, -2, 0, 1
571, 600208, -1744, -50, -2, -3, 0, 0
572, 600190, 812, 43, 1, 2, 0, 0
573, 600148, 1221, 48, 1, 3, 0, 1
574, 600198, -1713, -38, -2, -5, 0, 0
575, 600179, 1161, -6, 2, 4, 0, 1
576, 600293, -1950, -89, 0, 1, 1, 0
577, 600210, -1104, -12, -3, -1, 0, 1
578, 600219, -233, 22, 0, -2, 0, 0
579, 600236, -2560, -50, -5, -2, 0, 1
580, 600241, -2386, -40, -5, 2, 0, 0
581, 600128, -1997, -2, -4, -6, 0, 1
582, 600290, 1315, -19, 3, 9, 1, 1
583, 600287, -540, -36, -1, -1, 0, 0
584, 600144, -1546, -54, 0, -1, 0, 0
585, 600195, -1727, -36, -3, -2, 0, 0
586, 600193, 143, 1, 1, -2, 0, 0
587, 600142, -1830, -26, -4, 0, 0, 0
588, 600301, 196, 8, -1, 1, 0, 0
589, 600217, -126, -10, 0, 1, 0, 0
590, 600232, -3533, -38, -5, -4, 0, 0
591, 600232, 1232, 5, 4, 2, 0, 0
592, 600184, 1435, 35, 1, -1, 1, 0
593, 600209, 2481, 28, 3, 3, 0, 1
594, 600228, -182, -27, -1, 2, 0, 1
595, 600199, 3068, 11, 7, 9, 0, 1
596, 600169, 2786, 7, 8, 8, 0, 1
597, 600281, 1503, 0, 4, 2, 0, 1
598, 600316, -1197, 1, -2, -1, 0, 0
599, 600244, 856, 18, 0, -3, 0, 0
600, 600220, 1375, 5, 1, 0, 0, 1
601, 600204, -915, -56, -2, 1, 0, 0
602, 600268, -713, 11, -2, 0, -1, 0
603, 600114, 2532, -11, 5, 9, 0, 1
604, 600167, 1, 21, 2, 1, 0, 1
605, 600268, 2220, -5, 6, 2, 0, 0
606, 600167, -12, -39, 1, -2, 0, 1
607, 600161, -4190, -34, -5, -4, -1, 0
608, 600218, 4038, 70, 3, 4, 1, 0
609, 600159, -3765, -97, -4, -6, 0, 0
610, 600236, 798, 13, 0, 2, 0, 0
611, 600167, -515, -12, -2, 4, 0, 0
612, 600260, 181, -25, 3, 2, 1, 0
613, 600265, -882, -33, -1, 3, -1, 1
614, 600219, -1433, -5, -1, -1, 0, 0
615, 600199, 185, 3, 0, 1, 0, 1
616, 600229, -194, -3, -1, 0, 0, 1
617, 600256, 3220, 5, 6, 9, 0, 0
618, 600229, -878, -40, 0, 6, 0, 0
619, 600135, -1392, -26, -3, -2, 0, 0
620, 600179, 2224, 37, 3, 0, 0, 1
621, 600250, 1202, 8, 1, 0, 0, 1
622, 600257, 964, -18, 4, 4, -1, 1
623, 600235, -2103, -27, -4, -4, 0, 0
624, 600253, -1218, -15, -1, -3, 0, 1
625, 600195, -787, -32, 0, -2, 0, 0
626, 600229, 1774, 41, 2, 1, 0, 1
627, 600244, 3553, 21, 7, 8, 0, 1
628, 600155, 2507, 11, 7, 6, 0, 1
629, 600227, -3322, -9, -7, -7, 0, 0
630, 600187, -2282, -19, -4, -10, 0, 1
631, 600261, -42, 36, -2, 1, 0, 1
632, 600158, -1700, -47, 0, 0, 1, 1
633, 600206, 155, 21, 1, 1, 0, 1
634, 600187, -813, -3, 0, -1, 0, 0
635, 600162, -1073, -84, 1, 5, 0, 0
636, 600315, 4238, 19, 6, 6, 1, 1
637, 600240, 1284, -3, 4, 5, 1, 1
638, 600252, -222, 29, 0, 0, 0, 0
639, 600238, -391, 13, -3, -3, 0, 0
640, 600213, 4007, 38, 6, 4, 0, 1
641, 600170, -2895, -71, -2, -2, 0, 0
642, 600195, 1327, -37, 3, 3, 0, 0
643, 600173, 2722, 53, 3, -1, 0, 1
644, 600324, -300, 39, -3, -7, 0, 1
645, 600274, -1885, -24, -3, -3, 0, 0
646, 600139, -495, -7, 0, 0, 0, 0
647, 600253, 2976, -2, 7, 3, 0, 1
648, 600287, -4301, -56, -10, -6, 0, 0
649, 600216, -4709, -50, -6, -11, -1, 0
650, 600270, 411, 6, 2, -2, 0, 0
651, 600196, 797, -8, 2, -1, 0, 1
652, 600244, 1183, 30, 2, -2, 0, 1
653, 600148, -422, -5, -1, -3, -1, 1
654, 600219, 2400, -6, 7, 6, 1, 1
655, 600275, 1410, -3, 4, 3, 0, 1
656, 600211, -1236, -59, -1, -4, 0, 0
657, 600269, 5206, 66, 9, 6, 1, 1
658, 600236, 2482, 42, 2, 2, 0, 1
659, 600157, -742, -5, -2, -3, 0, 1
660, 600247, 2461, 23, 3, 3, 0, 1
661, 600270, -1044, -12, -2, -7, -1, 0
662, 600244, -3412, -61, -6, -3, 0, 0
663, 600335, -94, -22, 1, 1, 0, 1
664, 600209, 5195, 97, 4, 2, 1, 1
665, 600165, -3047, -48, -5, -4, 0, 1
666, 600283, 668, -5, 2, 2, 0, 1
667, 600217, -82, 19, -1, -3, 0, 1
668, 600300, 2683, 27, 8, 3, 0, 1
669, 600185, 1137, -33, 6, 0, 0, 1
670, 600236, 884, 7, 1, -2, 0, 1
671, 600323, -1533, -54, -3, 1, 0, 0
672, 600253, -2408, -45, -4, -6, 0, 1
673, 600168, 1742, 6, 3, 5, 0, 1
674, 600168, -603, -57, 1, 4, 1, 0
675, 600231, -1310, -63, -1, -3, 0, 0
676, 600210, 3693, 12, 6, 7, 0, 1
677, 600216, 1371, -40, 4, 4, 0, 0
678, 600194, -328, -10, 0, 0, 0, 0
679, 600195, -430, -32, 1, 1, 0, 0
680, 600149, -3595, -24, -5, -6, -1, 0
681, 600191, 1022, 53, 0, -4, 0, 1
682, 600162, 1148, 10, 2, 2, 0, 1
683, 600257, 2507, 60, 2, 2, 0, 1
684, 600255, 1998, 47, 4, 1, 0, 1
685, 600263, -4576, -26, -8, -8, 0, 0
686, 600176, -2809, -34, -6, -4, 0, 0
687, 600285, 130, 4, 0, 1, 0, 0
688, 600178, 1805, 30, 2, 2, 0, 0
689, 600171, -3011, 2, -5, -8, 0, 0
690, 600155, 3229, 17, 2, 7, 0, 1
691, 600270, -1307, -20, -3, 1, 0, 0
692, 600144, -1405, -21, -4, -2, 0, 0
693, 600166, 589, 24, 0, 1, 0, 0
694, 600293, 2778, 35, 8, 1, 0, 1
695, 600215, -3590, -12, -7, -5, 0, 0
696, 600193, 548, -27, -1, 1, 0, 0
697, 600185, 620, -18, 3, 0, 1, 1
698, 600232, 4706, 8, 8, 8, 0, 1
699, 600215, -3844, -58, -6, -5, 0, 0
700, 600218, -3974, -28, -4, -6, 0, 0
701, 600177, -4783, -44, -6, -6, 0, 0
702, 600199, 4425, 46, 7, 5, 1, 1
703, 600168, -878, 10, -4, -2, 0, 0
704, 600261, -4059, -25, -6, -4, 0, 0
705, 600324, -4269, -65, -7, -6, 0, 0
706, 600229, -1646, -60, 1, 1, 0, 0
707, 600193, -1124, -57, 0, 2, 0, 0
708, 600141, -2068, -33, -3, -3, 0, 0
709, 600193, 7495, 78, 11, 8, 0, 1
710, 600294, -577, -28, 0, -1, 0, 1
711, 600212, 369, -28, 2, 0, 0, 0
712, 600130, -3091, 7, -6, -5, 0, 1
713, 600220, -300, 1, -2, 1, 0, 0
714, 600207, 1217, -12, 3, 1, 0, 1
715, 600133, -473, -12, -3, -3, 0, 1
716, 600200, -1420, -9, -2, -1, 0, 1
717, 600225, -1554, -5, -3, 1, 0, 0
718, 600219, -769, -30, 0, 1, 0, 1
719, 600170, 1682, 50, 1, 2, 0, 0
720, 600258, -421, 44, -2, -4, 0, 0
721, 600249, 173, 20, 0, -2, 0, 0
722, 600156, 215, 42, -1, -4, -1, 1
723, 600233, -2254, -72, -2, -1, 0, 0
724, 600216, 3587, -36, 10, 8, 1, 0
725, 600157, -1890, -15, -3, -5, 0, 0
726, 600306, 193, -8, -2, -1, 0, 0
727, 600188, 575, 60, 0, -1, 0, 0
728, 600295, 2483, 33, 6, 4, 0, 1
729, 600249, -949, 15, -2, -5, 0, 1
730, 600235, -1061, 5, -2, -3, 0, 0
731, 600251, -1672, -30, -1, -2, 1, 0
732, 600179, -285, 5, -1, -6, 0, 1
733, 600196, -339, -7, -1, 0, 0, 1
734, 600280, 873, 6, 2, 8, 0, 1
735, 600225, 162, -24, 0, 3, 0, 0
736, 600211, 3454, 55, 4, 7, 1, 0
737, 600153, 1080, -14, 3, 1, 0, 1
738, 600183, -2004, 50, -8, -5, 0, 0
739, 600201, -1180, -26, -3, -1, 0, 0
740, 600193, -58, 25, -2, 0, 0, 0
741, 600219, 798, 22, -1, 1, 0, 1
742, 600256, 1060, 0, 1, 1, 0, 0
743, 600312, -1174, -25, -3, 0, 0, 1
744, 600263, 2510, 83, 3, 2, 0, 1
745, 600267, 3052, 56, 4, 6, 0, 1
746, 600137, 2620, 74, 5, 2, 1, 1
747, 600268, 208, -44, 2, 0, 0, 1
748, 600283, 1906, 1, 3, 3, 0, 1
749, 600268, -1768, -26, -2, -2, 0, 0
750, 600163, 3216, 30, 7, 8, 0, 1
751, 600300, -415, -9, 1, 0, 1, 0
752, 600163, 2814, 7, 7, 4, 0, 1
753, 600125, -61, -35, 0, 2, 0, 0
754, 600132, 106, -3, 0, -2, 0, 1
755, 600142, -2257, -41, -1, -5, 0, 0
756, 600183, -2847, 33, -3, -1, 0, 0
757, 600182, 851, -5, 4, 3, 0, 1
758, 600173, 46, -8, 0, 1, 0, 0
759, 600171, -252, -27, 1, 2, 0, 1
760, 600232, -1715, 9, -5, -7, 0, 0
761, 600162, 2108, 9, 3, 4, 0, 1
762, 600170, -1045, -42, 1, 1, 0, 1
763, 600268, -1349, -2, -4, 2, 0, 1
764, 600142, 233, -46, 1, 1, 0, 1
765, 600234, 559, 39, -1, 0, 0, 1
766, 600159, -2040, -27, -3, -3, 0, 1
767, 600198, -283, 13, 0, 0, 0, 0
768, 600234, -316, 43, -2, 1, 0, 0
769, 600228, -1470, 2, -2, -5, 0, 0
770, 600167, 841, 7, 1, -1, 0, 0
771, 600291, -775, -42, 0, -2, 0, 1
772, 600196, -283, 52, -3, -5, -1, 0
773, 600237, 63, -64, 1, 2, 0, 1
774, 600172, 240, 28, 1, 2, 0, 1
775, 600207, -641, -2, -4, -4, 0, 0
776, 600220, -398, 53, -3, -10, -1, 1
777, 600281, -246, -36, 1, 0, 0, 0
778, 600250, -323, -8, -3, 5, 1, 1
779, 600159, -1113, -17, -2, -3, 0, 0
780, 600168, -2117, -41, -1, -2, 0, 0
781, 600177, 1257, 11, 2, -2, 1, 1
782, 600188, 1022, 12, 2, -1, 0, 1
783, 600163, 2749, 0, 5, 5, 0, 1
784, 600344, 571, -8, 2, 2, 1, 1
785, 600240, -1821, -22, -3, -1, 0, 0
786, 600224, -653, -25, 0, 2, 0, 0
787, 600122, 2860, 35, 5, 3, 0, 0
788, 600208, -429, -20, 1, 2, 1, 0
789, 600195, -1655, -44, -3, 1, 0, 0
790, 600181, -377, -16, -2, 3, 0, 0
791, 600234, -830, -44, -1, -1, 0, 1
792, 600246, -2252, -57, -1, -1, 0, 1
793, 600293, -770, -24, -1, -3, 0, 1
794, 600168, -512, 2, -2, 0, 0, 0
795, 600185, -1441, 14, -1, -7, 0, 0
796, 600153, -359, -4, -3, 0, 0, 1
797, 600239, -182, -26, 0, 1, 0, 0
798, 600288, -155, -10, -1, 3, -1, 1
799, 600333, 2654, 53, 5, 4, 0, 0
800, 600223, -1071, 35, -4, -8, -1, 0
801, 600309, -1307, -8, -2, -3, 0, 1
802, 600236, -600, -1, -1, 6, 1, 1
803, 600207, -1653, 15, -2, -3, 0, 0
804, 600209, -1224, -24, -4, -3, -1, 0
805, 600223, -813, -14, -1, 3, 0, 1
806, 600238, 511, 3, 1, -1, 0, 0
807, 600273, -171, 3, -1, 0, 0, 0
808, 600155, 2597, 29, 3, 7, 0, 1
809, 600203, 4710, 35, 7, 5, 0, 1
810, 600338, -3420, -13, -6, -3, 0, 1
811, 600142, 1255, 2, 3, 0, 0, 0
812, 600177, 1345, -4, 2, 2, 1, 1
813, 600196, 1808, 25, 3, 3, 0, 1
814, 600094, -217, 3, -1, -3, -1, 0
815, 600154, 1500, 17, 3, 1, 0, 0
816, 600220, -2877, -54, -4, -6, 0, 0
817, 600174, 177, 42, -3, -7, 0, 1
818, 600209, -2820, -37, -8, -5, 0, 0
819, 600096, 3626, 80, 0, 0, 0, 1
820, 600186, 230, -6, 0, 4, 0, 0
821, 600299, -2122, -32, -5, -3, 0, 0
822, 600164, -527, -63, 1, 5, 0, 0
823, 600208, 1600, 4, 2, 4, 0, 1
824, 600266, -617, -26, 1, -1, -1, 0
825, 600178, 1751, 16, 4, -5, 0, 0
826, 600211, 391, 14, 0, 2, 0, 0
827, 600160, 1512, 24, 2, 2, 0, 1
828, 600202, -722, -41, -1, 2, 0, 0
829, 600254, 1755, -22, 5, 6, 0, 1
830, 600171, -468, 0, -3, -2, 0, 1
831, 600183, 3048, 23, 6, 6, 0, 1
832, 600240, 813, -14, -1, 11, -1, 0
833, 600226, 3213, 5, 7, 3, 0, 1
834, 600202, 2059, 6, 1, 5, 0, 1
835, 600207, -1237, -57, -2, -2, -1, 1
836, 600151, -114, 31, -2, 0, 0, 1
837, 600188, 468, 26, 1, 3, 1, 0
838, 600233, -72, -16, -2, 2, 0, 0
839, 600256, -1077, -44, -3, -1, 0, 0
840, 600228, 1355, 45, 5, 3, 0, 1
841, 600255, 4875, 33, 9, 7, 0, 1
842, 600178, -157, -3, 0, 2, 0, 0
843, 600142, 1905, 16, 4, 1, 0, 1
844, 600331, 1316, 24, 2, -1, -1, 0
845, 600230, 2448, 26, 4, 4, 0, 1
846, 600203, 2056, -8, 5, 9, 1, 1
847, 600313, -311, 18, -1, 1, 0, 1
848, 600161, 2751, 46, 5, 2, 0, 1
849, 600259, -1907, -41, 0, -2, 0, 0
850, 600280, -1422, 0, -4, -2, 0, 0
851, 600300, 2616, 2, 6, 2, 0, 1
852, 600180, -3490, -63, -6, -7, 0, 0
853, 600226, -2317, -36, -3, -4, 0, 0
854, 600175, -231, -34, 3, 1, 0, 1
855, 600270, 1671, -6, 3, 2, -1, 0
856, 600249, -473, -15, 2, -3, 0, 0
857, 600282, -1192, -40, -3, 3, -1, 0
858, 600227, 1222, 25, 2, 2, 1, 1
859, 600258, -537, -9, -4, -4, 0, 0
860, 600200, -262, -23, 0, 3, 0, 0
861, 600133, 62, -6, -2, 1, 0, 0
862, 600144, 861, 0, -2, 0, 1, 1
863, 600162, -3390, -28, -7, -10, -1, 0
864, 600302, 745, 19, 1, 2, 0, 0
865, 600323, -742, -46, -2, -1, 0, 1
866, 600212, 1934, 4, 5, 11, 1, 1
867, 600258, -2834, -43, -4, -8, 0, 0
868, 600174, 3100, 32, 7, 1, 0, 1
869, 600187, 2111, 51, 3, 3, 0, 1
870, 600245, -1154, 0, -5, -2, 1, 0
871, 600233, -3189, -6, -5, -3, -1, 0
872, 600222, 4693, 76, 5, 4, 0, 1
873, 600210, -869, 49, -2, -1, 0, 0
874, 600305, -502, -24, 2, 3, 1, 0
875, 600167, 940, -1, 1, 3, 0, 1
876, 600168, 637, 4, 1, 1, -1, 0
877, 600201, -2271, -37, -3, -5, 0, 0
878, 600263, 222, 7, 0, 0, 1, 1
879, 600280, -44, 12, 0, 0, 0, 0
880, 600200, -1318, -47, -1, -2, 0, 0
881, 600211, 692, 22, -1, -1, 0, 0
882, 600229, 734, 13, 0, 2, 0, 0
883, 600225, -40, -23, 1, 3, -1, 1
884, 600161, 270, 40, 0, 0, 0, 0
885, 600230, -1007, 15, -5, -3, -1, 0
886, 600233, 95, -14, -1, -5, 0, 1
887, 600399, -514, 15, 0, -4, 1, 0
888, 600161, 879, -18, 1, 2, 0, 0
889, 600187, -1878, -39, -1, 1, -1, 1
890, 600267, -869, -39, 0, 1, 1, 0
891, 600235, 2644, 13, 4, 3, 0, 0
892, 600240, -838, 15, -3, -4, 0, 1
893, 600204, -1537, -6, -3, -4, 0, 0
894, 600211, -104, -40, 2, 3, 0, 1
895, 600197, -2151, 0, -4, -3, 0, 0
896, 600186, -711, -59, 0, 3, 0, 0
897, 600203, -870, 23, 0, -2, 0, 1
898, 600268, 1689, 2, 3, 2, 0, 1
899, 600194, -1890, -3, -3, -1, 0, 0
900, 600184, -1, -13, 0, 2, 0, 1
901, 600205, 1808, 22, 6, 0, 0, 1
902, 600115, -1120, 16, -4, 0, -1, 0
903, 600227, -1417, -73, -1, -3, 0, 1
904, 600177, -335, -13, 1, -1, 1, 1
905, 600173, -410, -25, 0, 1, 0, 0
906, 600212, -607, -37, 0, 1, 0, 1
907, 600282, -745, 3, -2, 0, 0, 1
908, 600233, -335, -14, 1, 3, 0, 0
909, 600313, -1173, -41, -2, -2, 0, 0
910, 600288, -1577, -21, -2, -5, 0, 0
911, 600269, 2933, 41, 1, 7, 0, 0
912, 600205, -2131, 4, -5, -6, 0, 1
913, 600242, 530, 14, 0, 1, 0, 1
914, 600281, 409, -48, 2, 8, -1, 0
915, 600318, 1867, 70, 2, 4, 0, 1
916, 600190, -1102, -1, -2, 2, 0, 0
917, 600184, -1565, -14, -3, -2, 0, 1
918, 600117, -280, 5, 1, 0, 0, 1
919, 600365, -1420, -8, -3, -1, 0, 0
920, 600270, -3615, -68, -4, 0, 0, 1
921, 600154, -1227, -21, -2, -2, 0, 0
922, 600195, -2062, -51, -3, -3, 0, 1
923, 600313, -541, 27, -3, -7, -1, 1
924, 600182, 968, 44, 0, 0, 0, 1
925, 600173, -309, 5, 1, 0, 0, 0
926, 600244, 2133, 4, 4, 3, 0, 0
927, 600134, -381, -16, 0, 4, 1, 0
928, 600210, 2543, 49, 3, 4, 0, 1
929, 600235, 390, 5, 1, 1, 0, 1
930, 600170, 8, -51, 0, -1, 0, 1
931, 600259, -56, 21, -1, 0, 0, 0
932, 600180, -1670, -39, 0, 2, 0, 0
933, 600150, -1927, -28, -2, -3, -1, 0
934, 600246, -2663, -10, -2, 1, 0, 0
935, 600190, -1837, -39, -3, -5, -1, 0
936, 600219, 1134, 72, 0, -2, 0, 1
937, 600173, 739, 3, 2, 1, 0, 0
938, 600202, -2222, -49, -2, -2, 0, 0
939, 600137, -160, 42, -2, -3, -1, 0
940, 600174, 342, -30, 3, 1, 0, 0
941, 600198, 564, 25, 1, 3, 0, 0
942, 600276, -722, -7, -2, 1, 0, 0
943, 600242, -177, -74, 0, 2, 1, 1
944, 600230, -1422, 29, -3, -5, 0, 1
945, 600194, 386, 0, 1, 1, 0, 1
946, 600233, -1331, -47, -2, -1, 0, 0
947, 600261, -320, 30, -1, -2, 0, 1
948, 600307, -1782, -37, -4, -5, 0, 0
949, 600232, 830, 54, -1, -4, 0, 1
950, 600219, 351, 19, -2, -3, 0, 1
951, 600246, 2349, 26, 3, 3, 0, 1
952, 600106, -1144, 13, -3, -4, 0, 1
953, 600163, -169, 4, 0, -2, 1, 0
954, 600306, -2484, -59, -3, -1, 0, 0
955, 600141, -488, -33, 1, 2, 0, 0
956, 600197, 1490, 59, 2, 0, 0, 1
957, 600327, 3119, 12, 6, 1, 0, 1
958, 600280, -866, 6, -4, -1, 0, 1
959, 600161, -4308, -80, -3, -2, -1, 0
960, 600271, 1401, 13, 3, 4, 0, 1
961, 600278, 70, 31, 0, -6, 0, 1
962, 600228, -278, -38, 1, 4, 0, 0
963, 600207, 1155, 61, 3, 0, 0, 1
964, 600232, -1355, -3, -3, -4, 0, 0
965, 600187, 2942, 79, 1, 2, 0, 1
966, 600276, -1281, -2, -3, -1, 0, 0
967, 600286, 1141, 19, 0, 2, 0, 1
968, 600173, -3840, -17, -4, -6, 0, 0
969, 600303, -977, 22, -4, -1, 0, 0
970, 600212, -3622, -56, -6, -7, 0, 0
971, 600285, 1384, -16, 3, 2, 0, 1
972, 600209, 2260, 32, 2, 3, 0, 1
973, 600170, 4661, 33, 8, 9, 0, 1
974, 600214, -860, -44, 1, 1, 0, 0
975, 600174, 771, -12, 1, 1, 0, 1
976, 600198, 1075, 25, 0, -4, 0, 1
977, 600163, -102, -19, 2, 6, 0, 0
978, 600252, -948, -10, -4, -4, 0, 0
979, 600225, 1693, 4, 3, 3, 0, 0
980, 600164, 1338, 2, 1, 5, -1, 0
981, 600253, -2529, -38, -4, -6, 0, 0
982, 600218, 1501, -5, 3, 2, 0, 0
983, 600235, -1680, -45, -2, -2, 0, 1
984, 600159, 1449, 21, 1, -1, 0, 1
985, 600247, 168, 34, 0, -2, 0, 0
986, 600269, -91, -70, 2, 5, 0, 0
987, 600139, 476, 21, 1, 0, 0, 1
988, 600203, -1016, -30, -1, -2, 0, 0
989, 600303, -1179, -59, 1, -1, 0, 0
990, 600180, -1341, -16, -1, -1, -1, 0
991, 600180, 1743, 20, 3, 0, 0, 1
992, 600266, -5572, -54, -10, -8, -1, 0
993, 600110, -2147, -22, -3, -4, -1, 0
994, 600274, 995, -2, 2, 3, 0, 1
995, 600233, 323, 36, -2, 1, -1, 0
996, 600112, -364, -32, 0, 0, 0, 1
997, 600364, 491, 27, -1, -1, 0, 0
998, 600279, -373, 9, -1, -3, 0, 0
999, 600204, -3775, -59, -6, -6, 0, 0
