match, timestamp, team1Gold, team2Gold, winner
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1860654, 59701, 49027, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1860654, 59701, 49027, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1920658, 62904, 50480, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1860654, 59701, 49027, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1920658, 62904, 50480, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 1980668, 64799, 51653, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1860654, 59701, 49027, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1920658, 62904, 50480, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 2040689, 68051, 54442, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 1980668, 64799, 51653, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1860654, 59701, 49027, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1920658, 62904, 50480, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 2100694, 69244, 55646, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 2040689, 68051, 54442, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 1980668, 64799, 51653, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1860654, 59701, 49027, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1920658, 62904, 50480, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 2160696, 71717, 56768, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 2100694, 69244, 55646, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 2040689, 68051, 54442, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 1980668, 64799, 51653, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1860654, 59701, 49027, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1920658, 62904, 50480, 100
25, 1740568, 56431, 44798, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 2220729, 77087, 58183, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 2160696, 71717, 56768, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 2100694, 69244, 55646, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 2040689, 68051, 54442, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 1980668, 64799, 51653, 100
25, 0, 2500, 2500, 100
25, 1260418, 35640, 30590, 100
25, 1560492, 49197, 39756, 100
25, 1860654, 59701, 49027, 100
25, 1200396, 34132, 28904, 100
25, 1380461, 43273, 33211, 100
25, 360082, 8288, 8072, 100
25, 1140371, 32431, 27569, 100
25, 420117, 9775, 9164, 100
25, 1920658, 62904, 50480, 100
25, 1740568, 56431, 44798, 100
25, 2280729, 79442, 60322, 100
25, 1680546, 54564, 43005, 100
25, 1620521, 51810, 41012, 100
25, 300076, 7031, 6879, 100
25, 1080366, 29146, 26101, 100
25, 1800627, 58745, 47321, 100
25, 240056, 5801, 5813, 100
25, 2220729, 77087, 58183, 100
25, 840251, 20143, 19878, 100
25, 1500477, 47453, 36992, 100
25, 960329, 24654, 22973, 100
25, 1020364, 27531, 25092, 100
25, 780239, 18925, 17645, 100
25, 2160696, 71717, 56768, 100
25, 720212, 16546, 16647, 100
25, 900309, 22301, 21566, 100
25, 2100694, 69244, 55646, 100
25, 480121, 11071, 10531, 100
25, 1440473, 44537, 34763, 100
25, 660192, 14671, 15815, 100
25, 600161, 13636, 12890, 100
25, 1320423, 39468, 32130, 100
25, 540138, 12313, 11467, 100
25, 60050, 2500, 2500, 100
25, 2040689, 68051, 54442, 100
25, 120052, 2722, 2731, 100
25, 180052, 4105, 3941, 100
25, 1980668, 64799, 51653, 100
26, 0, 2500, 2500, 200
26, 0, 2500, 2500, 200
26, 60048, 2500, 2500, 200
26, 0, 2500, 2500, 200
26, 60048, 2500, 2500, 200
26, 120071, 2691, 2668, 200
26, 0, 2500, 2500, 200
26, 60048, 2500, 2500, 200
26, 180103, 3849, 4094, 200
26, 120071, 2691, 2668, 200
26, 0, 2500, 2500, 200
26, 60048, 2500, 2500, 200
26, 180103, 3849, 4094, 200
26, 240108, 5421, 5211, 200
26, 120071, 2691, 2668, 200
26, 0, 2500, 2500, 200
26, 180103, 3849, 4094, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 300123, 7083, 6360, 200
26, 0, 2500, 2500, 200
26, 180103, 3849, 4094, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 180103, 3849, 4094, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 900361, 20824, 20845, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 960386, 23548, 21948, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 900361, 20824, 20845, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 960386, 23548, 21948, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 900361, 20824, 20845, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 960386, 23548, 21948, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 900361, 20824, 20845, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 1080403, 28369, 24340, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 960386, 23548, 21948, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 900361, 20824, 20845, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 0, 2500, 2500, 200
26, 420128, 9304, 9319, 200
26, 960386, 23548, 21948, 200
26, 720251, 16661, 16020, 200
26, 180103, 3849, 4094, 200
26, 480168, 10731, 10680, 200
26, 900361, 20824, 20845, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 240108, 5421, 5211, 200
26, 60048, 2500, 2500, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 1200459, 31807, 27150, 200
26, 300123, 7083, 6360, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 0, 2500, 2500, 200
26, 960386, 23548, 21948, 200
26, 180103, 3849, 4094, 200
26, 900361, 20824, 20845, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 420128, 9304, 9319, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 1200459, 31807, 27150, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 300123, 7083, 6360, 200
26, 1260513, 35117, 28516, 200
26, 240108, 5421, 5211, 200
26, 720251, 16661, 16020, 200
26, 0, 2500, 2500, 200
26, 960386, 23548, 21948, 200
26, 180103, 3849, 4094, 200
26, 900361, 20824, 20845, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 420128, 9304, 9319, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 1200459, 31807, 27150, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 1320537, 36159, 31408, 200
26, 300123, 7083, 6360, 200
26, 1260513, 35117, 28516, 200
26, 240108, 5421, 5211, 200
26, 720251, 16661, 16020, 200
26, 0, 2500, 2500, 200
26, 960386, 23548, 21948, 200
26, 180103, 3849, 4094, 200
26, 900361, 20824, 20845, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 420128, 9304, 9319, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 1380551, 38224, 32468, 200
26, 1200459, 31807, 27150, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 1320537, 36159, 31408, 200
26, 300123, 7083, 6360, 200
26, 1260513, 35117, 28516, 200
26, 240108, 5421, 5211, 200
26, 720251, 16661, 16020, 200
26, 0, 2500, 2500, 200
26, 960386, 23548, 21948, 200
26, 180103, 3849, 4094, 200
26, 900361, 20824, 20845, 200
26, 60048, 2500, 2500, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 420128, 9304, 9319, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 1440556, 38962, 37668, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 1380551, 38224, 32468, 200
26, 1200459, 31807, 27150, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 1320537, 36159, 31408, 200
26, 300123, 7083, 6360, 200
26, 1260513, 35117, 28516, 200
26, 240108, 5421, 5211, 200
26, 720251, 16661, 16020, 200
26, 0, 2500, 2500, 200
26, 960386, 23548, 21948, 200
26, 180103, 3849, 4094, 200
26, 900361, 20824, 20845, 200
26, 60048, 2500, 2500, 200
26, 1500568, 40023, 39478, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 420128, 9304, 9319, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 1440556, 38962, 37668, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 1380551, 38224, 32468, 200
26, 1200459, 31807, 27150, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 1320537, 36159, 31408, 200
26, 300123, 7083, 6360, 200
26, 1260513, 35117, 28516, 200
26, 240108, 5421, 5211, 200
26, 720251, 16661, 16020, 200
26, 0, 2500, 2500, 200
26, 960386, 23548, 21948, 200
26, 180103, 3849, 4094, 200
26, 900361, 20824, 20845, 200
26, 60048, 2500, 2500, 200
26, 1500568, 40023, 39478, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 420128, 9304, 9319, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 1440556, 38962, 37668, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 1380551, 38224, 32468, 200
26, 1200459, 31807, 27150, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 1320537, 36159, 31408, 200
26, 300123, 7083, 6360, 200
26, 1260513, 35117, 28516, 200
26, 1560592, 42795, 41652, 200
26, 240108, 5421, 5211, 200
26, 720251, 16661, 16020, 200
26, 0, 2500, 2500, 200
26, 960386, 23548, 21948, 200
26, 180103, 3849, 4094, 200
26, 900361, 20824, 20845, 200
26, 1620623, 43791, 44310, 200
26, 60048, 2500, 2500, 200
26, 1500568, 40023, 39478, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 420128, 9304, 9319, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 1440556, 38962, 37668, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 1380551, 38224, 32468, 200
26, 1200459, 31807, 27150, 200
26, 1140434, 29747, 25845, 200
26, 1080403, 28369, 24340, 200
26, 1320537, 36159, 31408, 200
26, 300123, 7083, 6360, 200
26, 1260513, 35117, 28516, 200
26, 1560592, 42795, 41652, 200
26, 240108, 5421, 5211, 200
26, 720251, 16661, 16020, 200
26, 0, 2500, 2500, 200
26, 960386, 23548, 21948, 200
26, 180103, 3849, 4094, 200
26, 900361, 20824, 20845, 200
26, 1620623, 43791, 44310, 200
26, 60048, 2500, 2500, 200
26, 1500568, 40023, 39478, 200
26, 660244, 15535, 13900, 200
26, 780311, 18081, 17579, 200
26, 840344, 19133, 19697, 200
26, 600217, 13528, 12830, 200
26, 420128, 9304, 9319, 200
26, 480168, 10731, 10680, 200
26, 540202, 12466, 11560, 200
26, 120071, 2691, 2668, 200
26, 1440556, 38962, 37668, 200
26, 360124, 8076, 7968, 200
26, 1020396, 25091, 23155, 200
26, 1380551, 38224, 32468, 200
26, 1200459, 31807, 27150, 200
